geoid,name,county,state,total_population,median_income,median_home_value,educational_attainment,white_alone,black_alone,native,asian,native_hawaiian_pacific_islander,some_other_race_alone,two_or_more,hispanic_or_latino
36103146105,Census Tract 1461.05, Suffolk County, New York,6693,61884,262400,454,1273,931,2,74,0,63,0,4350
36103146106,Census Tract 1461.06, Suffolk County, New York,5187,88594,312900,630,821,1158,49,36,0,80,0,3092
36103146201,Census Tract 1462.01, Suffolk County, New York,4896,57014,284900,317,945,538,0,0,0,86,9,3318
36103146202,Census Tract 1462.02, Suffolk County, New York,5350,81579,267600,731,252,2158,9,0,0,5,58,2868
36103146203,Census Tract 1462.03, Suffolk County, New York,5400,49125,249700,269,1096,1017,0,85,0,11,19,3172
36103146204,Census Tract 1462.04, Suffolk County, New York,6684,71250,299400,497,1123,1532,0,74,0,0,0,3955
36103146205,Census Tract 1462.05, Suffolk County, New York,2182,98393,345200,472,1864,92,0,0,0,8,16,202
36103146206,Census Tract 1462.06, Suffolk County, New York,2401,86333,351700,506,1334,295,1,87,0,37,42,605
36103146300,Census Tract 1463, Suffolk County, New York,2232,60781,282300,558,1308,479,18,81,0,30,77,247
36103146402,Census Tract 1464.02, Suffolk County, New York,4056,83686,353300,709,3329,109,0,263,0,0,0,355
36103146403,Census Tract 1464.03, Suffolk County, New York,4852,69180,211100,416,777,1521,0,121,0,14,29,2390
36103146404,Census Tract 1464.04, Suffolk County, New York,3621,69567,284300,339,1190,688,0,20,0,0,22,1701
36103146500,Census Tract 1465, Suffolk County, New York,5302,103555,349300,932,4408,82,23,99,0,0,36,654
36103146604,Census Tract 1466.04, Suffolk County, New York,4404,86740,356300,976,3196,227,68,558,67,0,26,262
36103146605,Census Tract 1466.05, Suffolk County, New York,987,94881,349700,161,829,4,0,5,11,0,0,138
36103146606,Census Tract 1466.06, Suffolk County, New York,7025,94710,392400,1313,6356,0,0,7,0,0,0,662
36103146607,Census Tract 1466.07, Suffolk County, New York,2347,55087,-666666666,471,1915,88,0,97,0,0,18,229
36103146608,Census Tract 1466.08, Suffolk County, New York,2639,81931,352900,632,2190,0,0,68,38,0,0,343
36103146611,Census Tract 1466.11, Suffolk County, New York,3165,81875,332100,703,2559,232,0,69,0,0,64,241
36103146612,Census Tract 1466.12, Suffolk County, New York,5248,102895,344500,970,4650,74,58,82,0,0,86,298
36103146613,Census Tract 1466.13, Suffolk County, New York,3886,102708,361400,678,3340,41,0,47,0,0,8,450
36103146614,Census Tract 1466.14, Suffolk County, New York,5338,105449,412200,1673,4911,49,0,106,0,0,56,216
36103146615,Census Tract 1466.15, Suffolk County, New York,4588,84730,365600,1233,3517,183,0,287,11,0,55,535
36103146703,Census Tract 1467.03, Suffolk County, New York,3955,76471,278900,504,2085,432,98,69,0,11,47,1310
36103146704,Census Tract 1467.04, Suffolk County, New York,1975,100722,357700,362,1559,0,0,98,0,0,29,289
36103146705,Census Tract 1467.05, Suffolk County, New York,3311,113424,386500,607,2887,91,0,0,0,0,0,333
36103146706,Census Tract 1467.06, Suffolk County, New York,2534,101071,366300,577,2243,62,0,42,0,0,61,126
36103146800,Census Tract 1468, Suffolk County, New York,5699,102198,391100,1176,5196,0,0,116,0,9,75,303
36103146901,Census Tract 1469.01, Suffolk County, New York,5378,104886,423700,1417,4794,0,12,12,0,0,34,538
36103146902,Census Tract 1469.02, Suffolk County, New York,3722,144306,672400,1268,3596,18,0,12,0,0,0,96
36103147001,Census Tract 1470.01, Suffolk County, New York,4612,118281,413000,1370,4061,0,0,83,0,0,25,443
36103147003,Census Tract 1470.03, Suffolk County, New York,4803,110179,410800,1596,3571,72,0,118,0,0,183,859
36103147004,Census Tract 1470.04, Suffolk County, New York,142,90625,833300,66,141,0,0,1,0,0,0,0
36103147100,Census Tract 1471, Suffolk County, New York,3092,119750,503900,1253,2672,36,0,46,0,0,47,291
36103147200,Census Tract 1472, Suffolk County, New York,6392,54059,322000,1322,2836,1065,0,67,0,17,56,2351
36103147300,Census Tract 1473, Suffolk County, New York,8350,66598,357300,1476,2961,2349,94,70,0,23,44,2902
36103147401,Census Tract 1474.01, Suffolk County, New York,5885,83705,341100,1243,4388,323,0,42,0,0,118,1014
36103147402,Census Tract 1474.02, Suffolk County, New York,3535,151125,508500,1387,3221,0,0,49,0,0,11,254
36103147501,Census Tract 1475.01, Suffolk County, New York,7298,108558,379800,1901,6475,66,0,0,0,0,0,757
36103147502,Census Tract 1475.02, Suffolk County, New York,6555,123164,432400,1963,6240,18,0,25,0,29,65,178
36103147503,Census Tract 1475.03, Suffolk County, New York,1474,128250,647300,555,1343,0,0,49,0,0,12,70
36103147601,Census Tract 1476.01, Suffolk County, New York,2272,97237,476700,737,2031,45,0,39,0,0,26,131
36103147602,Census Tract 1476.02, Suffolk County, New York,5133,80164,400000,1095,4604,82,0,22,0,0,12,413
36103147701,Census Tract 1477.01, Suffolk County, New York,3612,82500,375200,996,3007,28,0,224,32,0,103,218
36103147702,Census Tract 1477.02, Suffolk County, New York,4875,97981,370800,1209,4512,11,0,99,0,15,57,181
36103147802,Census Tract 1478.02, Suffolk County, New York,3784,118068,511000,1448,3448,1,0,30,0,0,39,266
36103147803,Census Tract 1478.03, Suffolk County, New York,3076,85901,382300,903,2890,29,0,21,0,0,31,105
36103147804,Census Tract 1478.04, Suffolk County, New York,5917,121818,444100,1806,5506,11,0,98,0,0,56,246
36103147901,Census Tract 1479.01, Suffolk County, New York,4102,64083,370800,1041,3418,71,9,57,0,33,45,478
36103147902,Census Tract 1479.02, Suffolk County, New York,4072,123214,478300,1413,3703,6,36,61,0,0,131,135
36103158001,Census Tract 1580.01, Suffolk County, New York,3973,160169,671800,2023,3394,21,0,294,0,55,61,148
36103158002,Census Tract 1580.02, Suffolk County, New York,6172,160104,541600,3197,4915,19,0,757,0,58,200,223
36103158006,Census Tract 1580.06, Suffolk County, New York,6511,112089,406000,2663,5254,59,0,824,17,0,0,357
36103158007,Census Tract 1580.07, Suffolk County, New York,9150,145703,362500,537,3048,762,22,3947,0,34,461,876
36103158009,Census Tract 1580.09, Suffolk County, New York,2816,126458,441200,1247,2384,15,0,283,0,0,6,128
36103158010,Census Tract 1580.10, Suffolk County, New York,3569,148542,464900,1491,2913,88,12,480,0,0,15,61
36103158011,Census Tract 1580.11, Suffolk County, New York,4771,104875,389200,1757,3975,18,0,484,0,27,28,239
36103158102,Census Tract 1581.02, Suffolk County, New York,4796,82054,314800,862,3221,134,0,191,0,19,66,1165
36103158103,Census Tract 1581.03, Suffolk County, New York,4279,75357,299900,753,2844,191,0,130,0,11,29,1074
36103158104,Census Tract 1581.04, Suffolk County, New York,5774,102148,313600,734,4466,270,58,218,0,0,118,644
36103158107,Census Tract 1581.07, Suffolk County, New York,4260,102380,389900,1271,3375,23,0,392,0,18,140,312
36103158108,Census Tract 1581.08, Suffolk County, New York,2851,117806,389900,958,1916,47,6,516,0,8,55,303
36103158110,Census Tract 1581.10, Suffolk County, New York,3765,101699,301100,732,2996,0,0,83,0,0,31,655
36103158111,Census Tract 1581.11, Suffolk County, New York,3483,96250,291700,472,2592,86,0,88,0,0,12,705
36103158112,Census Tract 1581.12, Suffolk County, New York,4296,87645,299300,621,3118,201,44,121,0,0,25,831
36103158114,Census Tract 1581.14, Suffolk County, New York,3538,111625,357900,858,2988,20,0,190,0,0,38,302
36103158115,Census Tract 1581.15, Suffolk County, New York,6997,89755,335200,1642,6146,218,82,111,0,17,32,391
36103158116,Census Tract 1581.16, Suffolk County, New York,1941,79750,305400,324,1263,138,0,163,0,0,0,377
36103158202,Census Tract 1582.02, Suffolk County, New York,8279,84904,350800,1887,5867,77,13,403,0,0,88,1831
36103158203,Census Tract 1582.03, Suffolk County, New York,1516,129545,475800,709,1276,29,0,136,0,0,0,75
36103158205,Census Tract 1582.05, Suffolk County, New York,1940,112396,399200,600,1653,0,0,28,0,0,16,243
36103158206,Census Tract 1582.06, Suffolk County, New York,3822,87969,478700,1717,2939,103,0,254,0,0,34,492
36103158207,Census Tract 1582.07, Suffolk County, New York,4698,122917,577000,2263,3975,76,0,350,0,0,81,216
36103158304,Census Tract 1583.04, Suffolk County, New York,7654,128325,449400,2439,6419,33,0,48,0,0,149,1005
36103158306,Census Tract 1583.06, Suffolk County, New York,5954,105349,409500,1786,5174,40,41,190,0,0,51,458
36103158308,Census Tract 1583.08, Suffolk County, New York,9050,95242,341000,2074,6127,335,0,82,0,0,13,2493
36103158309,Census Tract 1583.09, Suffolk County, New York,5009,88397,316500,1053,3074,638,0,211,0,50,161,875
36103158310,Census Tract 1583.10, Suffolk County, New York,4223,71875,288600,918,3544,127,0,106,0,0,82,364
36103158315,Census Tract 1583.15, Suffolk County, New York,4861,79032,298300,1022,2929,778,0,189,0,9,151,805
36103158317,Census Tract 1583.17, Suffolk County, New York,6304,77033,300700,1612,5699,0,0,0,0,0,2,603
36103158318,Census Tract 1583.18, Suffolk County, New York,4028,95556,308200,1162,3565,9,0,17,0,0,34,403
36103158319,Census Tract 1583.19, Suffolk County, New York,3661,97679,330900,932,2372,219,0,407,31,0,16,616
36103158320,Census Tract 1583.20, Suffolk County, New York,6105,90000,342000,1435,5001,414,0,47,0,0,0,643
36103158321,Census Tract 1583.21, Suffolk County, New York,10333,92087,333600,2932,6242,786,85,1424,0,28,150,1703
36103158322,Census Tract 1583.22, Suffolk County, New York,2069,105323,566400,767,1788,0,0,223,0,0,10,48
36103158323,Census Tract 1583.23, Suffolk County, New York,6730,102500,404500,1749,5413,115,0,595,0,0,18,589
36103158401,Census Tract 1584.01, Suffolk County, New York,1244,101172,376000,314,1110,22,29,3,0,0,0,80
36103158402,Census Tract 1584.02, Suffolk County, New York,4557,126734,428600,1612,4022,25,0,47,0,0,1,462
36103158403,Census Tract 1584.03, Suffolk County, New York,2052,84211,250300,470,1524,262,0,34,0,29,25,178
36103158405,Census Tract 1584.05, Suffolk County, New York,4710,105066,343200,1120,4054,26,0,172,0,0,57,401
36103158407,Census Tract 1584.07, Suffolk County, New York,5838,93208,275100,1297,4863,6,0,34,0,216,41,678
36103158408,Census Tract 1584.08, Suffolk County, New York,4184,83631,250800,765,3789,57,0,0,0,0,70,268
36103158409,Census Tract 1584.09, Suffolk County, New York,4071,60474,274400,708,3013,192,0,456,0,0,0,410
36103158410,Census Tract 1584.10, Suffolk County, New York,3249,38630,217000,547,3222,10,0,0,0,0,0,17
36103158502,Census Tract 1585.02, Suffolk County, New York,3518,39063,317200,628,3081,27,0,37,0,0,0,373
36103158505,Census Tract 1585.05, Suffolk County, New York,4403,91250,409300,1075,3684,134,0,105,0,73,14,393
36103158506,Census Tract 1585.06, Suffolk County, New York,2543,100066,338700,545,2270,10,0,4,0,59,16,184
36103158507,Census Tract 1585.07, Suffolk County, New York,4022,89886,304000,869,3136,0,0,151,0,0,44,691
36103158508,Census Tract 1585.08, Suffolk County, New York,6361,121750,346400,1260,4910,166,0,300,0,0,52,933
36103158509,Census Tract 1585.09, Suffolk County, New York,4814,77891,281600,712,3531,229,0,117,0,0,0,937
36103158510,Census Tract 1585.10, Suffolk County, New York,6669,81842,329200,1129,5429,7,0,471,0,0,22,740
36103158511,Census Tract 1585.11, Suffolk County, New York,6537,102188,338100,1424,4893,96,0,278,0,0,32,1238
36103158512,Census Tract 1585.12, Suffolk County, New York,3732,121179,358200,887,3213,1,0,72,0,0,17,429
36103158604,Census Tract 1586.04, Suffolk County, New York,4736,102461,346800,910,3930,48,0,184,0,0,49,525
36103158605,Census Tract 1586.05, Suffolk County, New York,5203,109500,354200,1264,3686,273,0,278,0,0,389,577
36103158606,Census Tract 1586.06, Suffolk County, New York,4869,81292,312000,649,3960,19,0,211,0,0,5,674
36103158607,Census Tract 1586.07, Suffolk County, New York,3240,77352,300700,410,2486,164,0,54,0,0,0,536
36103158608,Census Tract 1586.08, Suffolk County, New York,3992,82102,299800,659,2567,243,12,494,0,0,96,587
36103158609,Census Tract 1586.09, Suffolk County, New York,4342,94205,315300,803,3185,228,12,291,0,8,120,498
36103158704,Census Tract 1587.04, Suffolk County, New York,8989,65133,248300,1934,5056,1223,0,86,0,21,172,2431
36103158705,Census Tract 1587.05, Suffolk County, New York,3568,76989,252900,404,960,1219,0,33,0,0,86,1270
36103158707,Census Tract 1587.07, Suffolk County, New York,1756,83438,335300,307,1274,219,27,93,0,0,25,118
36103158708,Census Tract 1587.08, Suffolk County, New York,4166,54583,212200,808,2550,982,0,90,0,0,59,485
36103158709,Census Tract 1587.09, Suffolk County, New York,2267,88333,268100,591,1987,20,0,35,0,0,12,213
36103158710,Census Tract 1587.10, Suffolk County, New York,3688,83000,319400,546,2521,464,52,47,0,52,85,477
36103158711,Census Tract 1587.11, Suffolk County, New York,5454,74148,280000,1274,3449,778,0,381,0,0,37,809
36103158712,Census Tract 1587.12, Suffolk County, New York,7803,84621,247600,984,5117,614,18,55,0,0,26,1991
36103158802,Census Tract 1588.02, Suffolk County, New York,4581,112694,385400,1359,4092,6,0,34,0,0,8,441
36103158803,Census Tract 1588.03, Suffolk County, New York,6883,102500,393500,1570,4641,283,0,388,0,0,81,1490
36103158804,Census Tract 1588.04, Suffolk County, New York,6656,88250,281700,854,4854,299,0,17,0,0,0,1486
36103158900,Census Tract 1589, Suffolk County, New York,7383,69884,303600,1283,3907,267,56,47,0,47,129,2930
36103159000,Census Tract 1590, Suffolk County, New York,4910,70797,291700,990,2847,331,0,0,0,0,20,1712
36103159102,Census Tract 1591.02, Suffolk County, New York,6394,50665,272200,654,4669,149,0,118,17,0,54,1387
36103159103,Census Tract 1591.03, Suffolk County, New York,6251,51897,218800,475,1326,1878,0,121,0,10,346,2570
36103159105,Census Tract 1591.05, Suffolk County, New York,7606,63926,321400,1185,5044,239,0,367,0,0,161,1795
36103159106,Census Tract 1591.06, Suffolk County, New York,6826,89694,317500,1120,4073,909,0,353,4,24,88,1375
36103159107,Census Tract 1591.07, Suffolk County, New York,3447,98387,339900,516,3089,0,0,24,0,0,75,259
36103159108,Census Tract 1591.08, Suffolk County, New York,7125,102571,302000,1372,4847,401,0,145,0,0,112,1620
36103159201,Census Tract 1592.01, Suffolk County, New York,3107,102039,311600,714,2357,1,0,0,0,0,0,749
36103159203,Census Tract 1592.03, Suffolk County, New York,5617,91500,333400,1456,4886,139,0,18,0,0,51,523
36103159204,Census Tract 1592.04, Suffolk County, New York,4142,80069,376100,1026,3240,247,0,3,0,0,6,646
36103159300,Census Tract 1593, Suffolk County, New York,2005,87500,434700,855,1856,7,20,43,0,0,11,68
36103159404,Census Tract 1594.04, Suffolk County, New York,7314,49769,221600,954,3654,1035,28,568,0,16,251,1762
36103159406,Census Tract 1594.06, Suffolk County, New York,4534,76543,367900,776,3403,190,6,32,0,0,79,824
36103159407,Census Tract 1594.07, Suffolk County, New York,6607,81021,265000,713,4665,482,0,117,0,0,133,1210
36103159408,Census Tract 1594.08, Suffolk County, New York,4381,92091,243900,388,2872,218,150,192,0,0,68,952
36103159410,Census Tract 1594.10, Suffolk County, New York,8210,116014,462700,1912,6679,409,0,110,0,51,66,895
36103159411,Census Tract 1594.11, Suffolk County, New York,3593,90668,266100,329,2999,66,0,56,0,12,37,423
36103159412,Census Tract 1594.12, Suffolk County, New York,8172,79207,348900,1872,7237,119,0,49,0,39,233,495
36103159505,Census Tract 1595.05, Suffolk County, New York,8285,85908,262000,1108,5983,542,0,282,0,0,0,1478
36103159506,Census Tract 1595.06, Suffolk County, New York,8042,65559,208100,856,5277,1051,0,381,0,0,60,1273
36103159508,Census Tract 1595.08, Suffolk County, New York,7771,66938,179900,871,5619,706,45,34,0,0,536,831
36103159509,Census Tract 1595.09, Suffolk County, New York,2992,61601,194100,342,2393,10,0,0,0,0,30,559
36103159510,Census Tract 1595.10, Suffolk County, New York,170,62000,345800,24,72,0,0,11,0,0,0,87
36103159511,Census Tract 1595.11, Suffolk County, New York,7008,77007,225900,689,4473,607,322,130,0,14,62,1400
36103159512,Census Tract 1595.12, Suffolk County, New York,2400,62357,197900,187,1692,150,0,38,0,0,40,480
36103159601,Census Tract 1596.01, Suffolk County, New York,6408,96250,377300,1288,6127,24,0,40,0,12,0,205
36103159602,Census Tract 1596.02, Suffolk County, New York,4096,99875,409000,1015,3931,45,0,11,0,0,0,109
36103169701,Census Tract 1697.01, Suffolk County, New York,7742,111986,428700,2153,7144,57,5,49,0,2,53,437
36103169703,Census Tract 1697.03, Suffolk County, New York,1684,86827,388500,376,1438,15,0,85,0,0,0,146
36103169704,Census Tract 1697.04, Suffolk County, New York,7775,47632,304400,1525,5791,920,0,97,0,0,188,779
36103169800,Census Tract 1698, Suffolk County, New York,5739,56722,275000,498,3185,852,209,13,0,19,13,1657
36103169901,Census Tract 1699.01, Suffolk County, New York,6281,53680,325200,1177,4042,1286,0,307,0,0,1,645
36103169902,Census Tract 1699.02, Suffolk County, New York,4495,80662,426200,1070,3712,47,0,0,0,0,0,736
36103170001,Census Tract 1700.01, Suffolk County, New York,5769,92713,561500,1599,5524,17,127,18,0,0,52,158
36103170002,Census Tract 1700.02, Suffolk County, New York,3991,85203,525200,1227,3700,39,0,69,0,2,0,181
36103170101,Census Tract 1701.01, Suffolk County, New York,2073,55839,463600,534,1288,218,0,12,0,0,52,503
36103170201,Census Tract 1702.01, Suffolk County, New York,6261,91469,523800,1806,5991,4,0,63,0,30,19,154
36103170202,Census Tract 1702.02, Suffolk County, New York,4088,68004,558400,1347,3660,45,8,4,0,0,75,296
36103180300,Census Tract 1803, Suffolk County, New York,2844,102697,748600,1140,2541,1,0,15,0,87,37,163
36103190401,Census Tract 1904.01, Suffolk County, New York,10437,56708,284500,856,4471,2066,0,130,0,0,184,3586
36103190402,Census Tract 1904.02, Suffolk County, New York,2405,78250,466000,590,1794,108,0,29,0,3,27,444
36103190403,Census Tract 1904.03, Suffolk County, New York,3690,71513,450000,842,2584,18,0,15,0,28,54,991
36103190502,Census Tract 1905.02, Suffolk County, New York,2555,83750,607800,948,2038,16,25,15,0,0,47,432
36103190503,Census Tract 1905.03, Suffolk County, New York,2927,104922,601400,773,2362,84,0,105,0,0,34,342
36103190504,Census Tract 1905.04, Suffolk County, New York,1593,98550,762700,630,1519,11,4,41,0,0,0,20
36103190601,Census Tract 1906.01, Suffolk County, New York,4457,99886,577200,1549,3975,35,22,100,0,0,131,194
36103190603,Census Tract 1906.03, Suffolk County, New York,4438,80578,406500,1113,2460,97,0,10,0,0,15,1856
36103190604,Census Tract 1906.04, Suffolk County, New York,3744,66373,413100,878,3011,0,0,93,0,0,35,605
36103190704,Census Tract 1907.04, Suffolk County, New York,3266,105202,1242500,1351,2344,167,15,56,0,0,33,651
36103190705,Census Tract 1907.05, Suffolk County, New York,4009,68839,744000,1416,2672,10,39,337,0,26,5,920
36103190706,Census Tract 1907.06, Suffolk County, New York,4336,73375,797800,1359,3448,309,0,107,0,0,43,429
36103190707,Census Tract 1907.07, Suffolk County, New York,4803,104236,761700,2327,4110,95,0,236,0,0,16,346
36103190708,Census Tract 1907.08, Suffolk County, New York,1982,130417,1038300,857,1748,1,0,26,0,0,14,193
36103190800,Census Tract 1908, Suffolk County, New York,3211,102344,1165500,1343,2520,373,14,77,0,53,2,186
36103200901,Census Tract 2009.01, Suffolk County, New York,1220,103167,1634900,633,1092,7,0,7,0,0,24,90
36103200902,Census Tract 2009.02, Suffolk County, New York,6625,91343,948900,2480,4862,339,3,29,0,22,51,1319
36103201001,Census Tract 2010.01, Suffolk County, New York,6958,88250,658600,2424,5239,96,236,235,0,0,20,1132
36103201003,Census Tract 2010.03, Suffolk County, New York,3575,65750,830100,1016,2497,277,0,19,0,0,35,747
36103201004,Census Tract 2010.04, Suffolk County, New York,3510,77632,844500,941,2841,60,14,117,0,0,19,459
36103201100,Census Tract 2011, Suffolk County, New York,5947,68000,265100,705,1513,771,143,259,0,3,104,3297
36103990100,Census Tract 9901, Suffolk County, New York,0,-666666666,-666666666,0,0,0,0,0,0,0,0,0
36119000101,Census Tract 1.01, Westchester County, New York,4324,27745,-666666666,332,88,670,0,8,0,0,31,3527
36119000103,Census Tract 1.03, Westchester County, New York,4379,25912,224400,332,298,1638,0,146,0,0,45,2252
36119000104,Census Tract 1.04, Westchester County, New York,20,-666666666,-666666666,0,20,0,0,0,0,0,0,0
36119000201,Census Tract 2.01, Westchester County, New York,8159,39265,295200,640,634,1723,0,596,0,191,17,4998
36119000202,Census Tract 2.02, Westchester County, New York,4132,73408,312800,992,970,970,0,244,0,12,140,1796
36119000203,Census Tract 2.03, Westchester County, New York,3502,42284,134400,933,1496,270,0,47,0,0,4,1685
36119000300,Census Tract 3, Westchester County, New York,4395,29831,-666666666,375,449,954,10,277,0,0,1,2714
36119000401,Census Tract 4.01, Westchester County, New York,3795,50168,267300,931,881,1044,26,322,0,0,28,1494
36119000402,Census Tract 4.02, Westchester County, New York,4756,35403,157800,682,580,2066,37,296,0,48,64,1702
36119000500,Census Tract 5, Westchester County, New York,3353,20723,321600,143,121,1235,62,130,0,0,10,1827
36119000600,Census Tract 6, Westchester County, New York,7333,30868,222700,1118,999,1924,115,343,0,147,112,3808
36119000701,Census Tract 7.01, Westchester County, New York,3759,84320,361300,1143,2173,509,0,240,0,13,33,791
36119000702,Census Tract 7.02, Westchester County, New York,4595,59238,287900,1373,1146,1580,0,95,0,0,165,1609
36119000801,Census Tract 8.01, Westchester County, New York,5973,88849,277000,1577,2915,862,0,778,0,0,266,1152
36119000802,Census Tract 8.02, Westchester County, New York,2503,59375,365300,391,1185,230,0,159,0,0,28,901
36119000803,Census Tract 8.03, Westchester County, New York,4605,66288,384400,1063,1671,483,22,233,0,18,15,2163
36119000900,Census Tract 9, Westchester County, New York,3363,86659,388500,906,1768,494,25,309,0,41,19,732
36119001000,Census Tract 10, Westchester County, New York,1866,18482,291700,155,158,1060,0,20,0,0,33,595
36119001101,Census Tract 11.01, Westchester County, New York,3673,28900,325600,124,548,504,0,123,0,0,22,2476
36119001102,Census Tract 11.02, Westchester County, New York,4943,41293,315000,654,1142,1246,86,200,0,0,41,2314
36119001200,Census Tract 12, Westchester County, New York,4070,35290,464200,383,783,731,39,184,0,15,103,2254
36119001301,Census Tract 13.01, Westchester County, New York,4434,107841,519000,1160,1371,431,0,354,0,0,99,2179
36119001302,Census Tract 13.02, Westchester County, New York,4026,31429,313900,580,868,700,0,299,0,0,0,2159
36119001303,Census Tract 13.03, Westchester County, New York,7069,32288,344800,521,887,1319,0,884,0,0,81,3898
36119001401,Census Tract 14.01, Westchester County, New York,4322,77031,505300,871,2541,396,0,287,0,0,0,1098
36119001402,Census Tract 14.02, Westchester County, New York,1877,71818,442800,487,1330,55,0,124,0,0,33,335
36119001403,Census Tract 14.03, Westchester County, New York,3936,82313,354300,900,2197,369,0,392,0,0,80,898
36119001502,Census Tract 15.02, Westchester County, New York,3133,75662,288200,786,2256,247,0,91,0,0,0,539
36119001503,Census Tract 15.03, Westchester County, New York,2774,66193,442200,625,2112,115,0,37,0,0,41,469
36119001504,Census Tract 15.04, Westchester County, New York,5012,70600,394300,1093,2748,595,0,317,0,0,40,1312
36119001505,Census Tract 15.05, Westchester County, New York,2209,66013,117400,647,1036,477,0,57,0,10,20,609
36119001600,Census Tract 16, Westchester County, New York,3315,47466,390300,509,1160,353,0,49,0,0,149,1604
36119001700,Census Tract 17, Westchester County, New York,7418,77661,390500,1904,4971,214,114,138,0,0,143,1838
36119001800,Census Tract 18, Westchester County, New York,1973,90208,401500,369,109,1083,5,146,0,0,10,625
36119001900,Census Tract 19, Westchester County, New York,1678,107159,419900,502,1034,107,0,160,0,21,74,282
36119002000,Census Tract 20, Westchester County, New York,4690,102614,481200,1529,2805,274,0,440,0,17,76,1078
36119002101,Census Tract 21.01, Westchester County, New York,3544,76250,417500,984,2124,264,0,503,0,0,29,624
36119002103,Census Tract 21.03, Westchester County, New York,3222,126061,596900,1272,2788,10,0,195,0,0,16,213
36119002104,Census Tract 21.04, Westchester County, New York,5261,80913,246700,1370,2965,450,0,417,0,0,45,1384
36119002105,Census Tract 21.05, Westchester County, New York,1641,136389,667200,783,1426,25,0,129,0,0,0,61
36119002106,Census Tract 21.06, Westchester County, New York,2750,69047,300000,705,506,788,0,819,0,16,39,582
36119002107,Census Tract 21.07, Westchester County, New York,1857,75893,501700,501,887,141,0,368,0,0,0,461
36119002201,Census Tract 22.01, Westchester County, New York,2786,104531,591800,934,1825,191,0,288,0,5,21,456
36119002202,Census Tract 22.02, Westchester County, New York,4846,105625,390200,2599,3478,35,0,227,0,0,485,621
36119002203,Census Tract 22.03, Westchester County, New York,1832,65304,162100,703,1025,90,0,172,0,0,55,490
36119002204,Census Tract 22.04, Westchester County, New York,5131,83462,295600,1755,3300,558,3,187,7,27,59,990
36119002300,Census Tract 23, Westchester County, New York,4127,73703,442400,851,2450,104,7,252,0,25,107,1182
36119002401,Census Tract 24.01, Westchester County, New York,1592,75714,296600,570,1002,94,20,83,0,0,0,403
36119002402,Census Tract 24.02, Westchester County, New York,3896,76115,168900,1342,2208,568,0,129,0,0,117,874
36119002403,Census Tract 24.03, Westchester County, New York,5386,77788,359500,1339,2921,835,0,384,0,0,0,1246
36119002404,Census Tract 24.04, Westchester County, New York,3061,80017,450800,638,1612,145,0,480,0,33,79,712
36119002405,Census Tract 24.05, Westchester County, New York,3429,87007,465400,727,2002,174,14,145,22,0,25,1047
36119002600,Census Tract 26, Westchester County, New York,3934,70694,343500,782,172,2920,74,196,0,53,37,492
36119002700,Census Tract 27, Westchester County, New York,4173,49338,298100,357,44,3321,0,121,0,39,70,578
36119002800,Census Tract 28, Westchester County, New York,2494,35519,332400,364,23,2260,0,62,0,46,32,71
36119002900,Census Tract 29, Westchester County, New York,3368,27313,326200,281,22,3018,0,0,0,0,0,328
36119003000,Census Tract 30, Westchester County, New York,3341,52308,353800,371,74,2625,20,125,0,58,38,415
36119003100,Census Tract 31, Westchester County, New York,2740,24611,343300,123,68,2400,0,42,0,0,16,214
36119003200,Census Tract 32, Westchester County, New York,2348,44243,329900,253,67,1925,32,0,0,70,27,231
36119003300,Census Tract 33, Westchester County, New York,3106,41076,374300,591,66,2757,0,0,0,0,0,283
36119003400,Census Tract 34, Westchester County, New York,4802,56786,346600,1059,63,4073,73,33,0,0,83,477
36119003500,Census Tract 35, Westchester County, New York,1916,33000,327100,164,243,1087,0,9,0,0,55,522
36119003600,Census Tract 36, Westchester County, New York,3887,36886,360700,317,420,1747,8,77,0,45,45,1545
36119003700,Census Tract 37, Westchester County, New York,3448,51512,429700,528,706,1395,0,60,0,139,136,1012
36119003800,Census Tract 38, Westchester County, New York,2964,55552,144600,817,1226,867,0,231,0,0,25,615
36119003900,Census Tract 39, Westchester County, New York,3433,83205,417800,982,1572,730,34,101,0,0,9,987
36119004000,Census Tract 40, Westchester County, New York,6418,51063,425000,1428,1479,3402,17,104,22,0,42,1352
36119004100,Census Tract 41, Westchester County, New York,4566,69350,271600,1118,255,3452,13,187,0,0,73,599
36119004200,Census Tract 42, Westchester County, New York,4684,55893,197200,1454,1061,2904,0,53,0,37,43,586
36119004300,Census Tract 43, Westchester County, New York,1658,89135,438400,632,832,644,0,17,0,6,23,136
36119004400,Census Tract 44, Westchester County, New York,3519,132292,577000,1412,1868,969,0,154,0,10,76,442
36119004500,Census Tract 45, Westchester County, New York,1418,79444,401900,582,670,462,0,50,0,0,19,217
36119004600,Census Tract 46, Westchester County, New York,2799,140776,688100,1487,2397,1,0,222,0,0,132,47
36119004700,Census Tract 47, Westchester County, New York,3596,250001,2000001,1649,3234,51,0,132,0,0,52,127
36119004800,Census Tract 48, Westchester County, New York,6596,68648,495600,2408,4581,555,0,500,0,72,224,664
36119004900,Census Tract 49, Westchester County, New York,2946,84583,244200,1559,2314,45,47,337,0,16,86,101
