geoid,name,county,state,total_population,median_income,median_home_value,educational_attainment,white_alone,black_alone,native,asian,native_hawaiian_pacific_islander,some_other_race_alone,two_or_more,hispanic_or_latino
34003001000,Census Tract 10, Bergen County, New Jersey,6767,151641,680000,3045,5667,75,0,759,0,0,132,134
34003002100,Census Tract 21, Bergen County, New Jersey,1522,114545,2000001,836,788,141,0,444,0,0,27,122
34003002200,Census Tract 22, Bergen County, New Jersey,5389,90647,453800,1791,3481,99,9,1247,0,36,19,504
34003002300,Census Tract 23, Bergen County, New Jersey,5828,112031,610000,2363,3595,89,37,1627,0,0,32,448
34003003100,Census Tract 31, Bergen County, New Jersey,4946,76906,301900,1588,1803,306,0,1435,0,13,24,1365
34003003200,Census Tract 32, Bergen County, New Jersey,5044,69531,322400,1417,1342,186,19,1882,0,6,64,1564
34003003300,Census Tract 33, Bergen County, New Jersey,6638,97957,328100,1737,2437,400,0,2131,0,0,148,1522
34003003401,Census Tract 34.01, Bergen County, New Jersey,2958,122650,385200,941,1704,109,0,520,0,0,36,589
34003003402,Census Tract 34.02, Bergen County, New Jersey,3827,105776,356100,1237,1937,260,0,733,0,4,122,771
34003003500,Census Tract 35, Bergen County, New Jersey,4100,52382,340200,891,886,502,16,1160,0,0,59,1493
34003004001,Census Tract 40.01, Bergen County, New Jersey,3372,76979,331300,537,1635,145,0,169,0,42,80,1301
34003004002,Census Tract 40.02, Bergen County, New Jersey,4976,78306,299700,1228,1694,462,0,561,0,20,29,2210
34003005000,Census Tract 50, Bergen County, New Jersey,6238,84268,386200,1725,4095,0,9,444,0,23,103,1564
34003006100,Census Tract 61, Bergen County, New Jersey,7159,63071,416900,2215,4288,124,0,728,0,71,121,1827
34003006201,Census Tract 62.01, Bergen County, New Jersey,4416,49883,429500,1288,2307,68,0,602,0,70,74,1295
34003006202,Census Tract 62.02, Bergen County, New Jersey,5073,81273,405900,2501,2795,145,0,1398,14,15,106,600
34003006300,Census Tract 63, Bergen County, New Jersey,8013,54788,412300,2105,3108,297,0,589,0,21,320,3678
34003007001,Census Tract 70.01, Bergen County, New Jersey,3899,100250,514100,1560,2146,28,8,1355,0,0,0,362
34003007002,Census Tract 70.02, Bergen County, New Jersey,4751,143780,745300,1979,2482,86,0,2068,0,16,27,72
34003008000,Census Tract 80, Bergen County, New Jersey,8745,117164,540700,3686,5641,64,14,2150,0,0,105,785
34003009100,Census Tract 91, Bergen County, New Jersey,5007,150139,652800,2083,2961,11,0,1476,0,0,37,522
34003009200,Census Tract 92, Bergen County, New Jersey,3446,168371,644700,1609,2728,36,6,547,0,0,59,76
34003010100,Census Tract 101, Bergen County, New Jersey,5864,98987,364200,1832,3953,95,0,900,0,0,100,816
34003010200,Census Tract 102, Bergen County, New Jersey,4275,75550,348600,1049,2514,146,26,716,0,0,85,805
34003010300,Census Tract 103, Bergen County, New Jersey,7649,106750,356700,2508,4640,271,0,1152,0,0,64,1522
34003011100,Census Tract 111, Bergen County, New Jersey,4293,68442,326100,836,1969,208,8,401,0,42,145,1528
34003011200,Census Tract 112, Bergen County, New Jersey,5077,69310,353400,900,2303,471,0,418,0,33,127,1725
34003011300,Census Tract 113, Bergen County, New Jersey,4240,88045,343300,1041,2447,150,52,325,0,0,183,1083
34003011400,Census Tract 114, Bergen County, New Jersey,6525,76709,375100,1490,4140,274,0,426,34,0,0,1651
34003012001,Census Tract 120.01, Bergen County, New Jersey,5933,70769,410500,1978,2885,282,0,896,0,0,46,1824
34003012002,Census Tract 120.02, Bergen County, New Jersey,3303,81033,362500,1240,2137,12,34,629,0,0,118,407
34003013001,Census Tract 130.01, Bergen County, New Jersey,6526,117681,617000,3766,2320,373,0,3044,23,23,173,570
34003013002,Census Tract 130.02, Bergen County, New Jersey,5472,85288,477900,2412,3249,107,57,1062,0,0,59,990
34003014000,Census Tract 140, Bergen County, New Jersey,7621,109613,465000,2281,6091,29,0,569,0,10,166,756
34003015100,Census Tract 151, Bergen County, New Jersey,2581,138654,895100,1233,2000,148,9,193,0,45,0,186
34003015200,Census Tract 152, Bergen County, New Jersey,5922,72315,351200,1872,1337,1842,1,623,0,14,271,1834
34003015300,Census Tract 153, Bergen County, New Jersey,6786,66817,299800,1111,279,4125,30,95,0,36,248,1990
34003015400,Census Tract 154, Bergen County, New Jersey,7041,66483,309400,2299,1604,1541,48,1591,0,19,57,2203
34003015500,Census Tract 155, Bergen County, New Jersey,5854,112723,593900,3070,3890,535,38,956,0,0,51,384
34003016000,Census Tract 160, Bergen County, New Jersey,5405,131936,984700,2475,2713,76,20,2298,0,0,50,248
34003017100,Census Tract 171, Bergen County, New Jersey,7129,126265,450600,3675,5712,1,0,689,0,37,38,652
34003017200,Census Tract 172, Bergen County, New Jersey,6078,83463,354600,2008,3895,164,18,541,0,0,102,1372
34003017300,Census Tract 173, Bergen County, New Jersey,6407,117386,389600,1960,4899,74,36,563,0,39,0,796
34003017400,Census Tract 174, Bergen County, New Jersey,5530,108667,410100,2283,4011,37,4,865,0,0,75,538
34003017500,Census Tract 175, Bergen County, New Jersey,8061,90527,372300,2478,4890,112,0,1402,0,0,30,1627
34003018100,Census Tract 181, Bergen County, New Jersey,7222,49615,357800,792,2232,37,62,190,0,19,61,4683
34003018200,Census Tract 182, Bergen County, New Jersey,7092,62347,348300,1421,2149,292,16,549,0,35,324,3743
34003019102,Census Tract 191.02, Bergen County, New Jersey,3326,85699,242000,1615,1455,40,17,1592,0,0,51,171
34003019103,Census Tract 191.03, Bergen County, New Jersey,4003,65852,115200,1611,1389,269,29,1530,0,5,187,594
34003019104,Census Tract 191.04, Bergen County, New Jersey,4030,65972,277200,1707,1463,67,0,2086,0,0,116,298
34003019202,Census Tract 192.02, Bergen County, New Jersey,1772,67250,380000,686,572,0,4,624,3,12,56,501
34003019203,Census Tract 192.03, Bergen County, New Jersey,3095,54122,189700,1485,1856,0,0,998,0,0,38,203
34003019204,Census Tract 192.04, Bergen County, New Jersey,3600,60357,253700,1723,1364,95,15,1611,0,0,108,407
34003019303,Census Tract 193.03, Bergen County, New Jersey,5378,64636,456700,2396,1468,93,0,2936,0,50,77,754
34003019304,Census Tract 193.04, Bergen County, New Jersey,2672,75208,599900,674,1452,5,0,648,0,7,14,546
34003019305,Census Tract 193.05, Bergen County, New Jersey,6614,101969,390600,3771,3454,36,0,2575,9,0,56,484
34003019306,Census Tract 193.06, Bergen County, New Jersey,2117,127614,759500,1158,1265,42,2,585,0,0,0,223
34003020100,Census Tract 201, Bergen County, New Jersey,4152,143871,786400,1881,3394,100,5,231,0,20,137,265
34003020200,Census Tract 202, Bergen County, New Jersey,6658,182763,1023600,3060,5473,106,0,541,38,0,50,450
34003021100,Census Tract 211, Bergen County, New Jersey,6869,47112,363900,808,4832,99,0,144,6,26,109,1653
34003021200,Census Tract 212, Bergen County, New Jersey,5947,57237,333700,893,3810,115,0,134,0,0,9,1879
34003021300,Census Tract 213, Bergen County, New Jersey,4502,50918,315900,625,2828,72,0,187,0,0,188,1227
34003021400,Census Tract 214, Bergen County, New Jersey,4668,48419,343400,770,2634,335,4,219,0,0,56,1420
34003021500,Census Tract 215, Bergen County, New Jersey,4742,39627,325000,469,1785,437,45,9,0,0,19,2447
34003021600,Census Tract 216, Bergen County, New Jersey,4728,46513,265400,294,1735,181,8,78,0,49,5,2680
34003022100,Census Tract 221, Bergen County, New Jersey,3970,159091,614700,1928,3338,16,0,400,0,0,0,216
34003022200,Census Tract 222, Bergen County, New Jersey,7917,159375,608800,3614,6289,70,0,812,0,0,143,603
34003023100,Census Tract 231, Bergen County, New Jersey,3436,55886,258500,674,581,720,58,207,0,15,87,1781
34003023200,Census Tract 232, Bergen County, New Jersey,6632,51739,300900,2015,2423,1526,40,554,0,0,92,1997
34003023301,Census Tract 233.01, Bergen County, New Jersey,2981,108421,355300,760,1329,539,0,218,0,42,46,807
34003023302,Census Tract 233.02, Bergen County, New Jersey,5015,60838,226700,2044,2633,924,12,669,0,0,45,744
34003023401,Census Tract 234.01, Bergen County, New Jersey,3857,71197,-666666666,1631,989,838,74,1243,0,30,100,653
34003023402,Census Tract 234.02, Bergen County, New Jersey,6351,48615,336500,1247,1417,1394,18,730,0,0,47,2745
34003023501,Census Tract 235.01, Bergen County, New Jersey,3559,52337,238600,629,375,1636,17,127,0,26,98,1287
34003023502,Census Tract 235.02, Bergen County, New Jersey,4164,60091,219000,1169,1348,1125,0,262,0,0,35,1394
34003023601,Census Tract 236.01, Bergen County, New Jersey,3063,56471,270200,534,1058,567,26,116,0,12,0,1310
34003023602,Census Tract 236.02, Bergen County, New Jersey,5213,46667,303000,586,802,664,16,239,0,22,43,3434
34003024100,Census Tract 241, Bergen County, New Jersey,5942,133750,740400,2407,4213,198,0,1137,0,0,107,287
34003024200,Census Tract 242, Bergen County, New Jersey,4790,136313,600900,1942,3461,34,0,818,0,0,97,380
34003025100,Census Tract 251, Bergen County, New Jersey,6320,75000,369400,1649,4021,93,0,1083,0,0,130,993
34003025200,Census Tract 252, Bergen County, New Jersey,5804,102935,428200,1891,4797,46,0,475,0,0,0,486
34003026100,Census Tract 261, Bergen County, New Jersey,4820,119853,498900,1617,3864,30,0,316,0,8,39,563
34003026200,Census Tract 262, Bergen County, New Jersey,5634,114485,530400,2025,4624,108,26,460,0,0,0,442
34003027000,Census Tract 270, Bergen County, New Jersey,4139,163988,716800,2067,3476,1,0,213,0,0,87,362
34003028001,Census Tract 280.01, Bergen County, New Jersey,5412,74077,453100,2243,1585,55,2,2671,0,0,81,1018
34003028002,Census Tract 280.02, Bergen County, New Jersey,3725,101761,503000,1611,1917,27,0,1025,0,0,231,525
34003029100,Census Tract 291, Bergen County, New Jersey,4995,52331,291400,1336,1824,150,6,1969,0,0,124,922
34003029200,Census Tract 292, Bergen County, New Jersey,5873,71815,344400,1072,2628,24,0,1287,0,0,53,1881
34003030100,Census Tract 301, Bergen County, New Jersey,5391,51331,354800,863,2571,293,0,501,0,0,39,1987
34003030200,Census Tract 302, Bergen County, New Jersey,7148,45235,377400,1180,3326,729,14,425,0,0,79,2575
34003030300,Census Tract 303, Bergen County, New Jersey,4396,52292,338600,762,1960,214,0,447,0,0,35,1740
34003030400,Census Tract 304, Bergen County, New Jersey,7719,62198,331700,1214,3230,478,97,1164,0,0,89,2758
34003031100,Census Tract 311, Bergen County, New Jersey,5684,69669,370700,1850,3036,86,0,781,0,53,48,1680
34003031200,Census Tract 312, Bergen County, New Jersey,4636,60975,347400,1139,3496,30,19,173,0,8,26,884
34003031300,Census Tract 313, Bergen County, New Jersey,5259,74572,365200,939,4103,34,0,370,0,27,36,689
34003031400,Census Tract 314, Bergen County, New Jersey,6003,72021,361800,1213,4385,62,0,257,0,16,69,1214
34003032102,Census Tract 321.02, Bergen County, New Jersey,5802,121154,749400,2263,4763,384,0,376,0,0,59,220
34003032103,Census Tract 321.03, Bergen County, New Jersey,4970,101543,360600,2365,3641,115,0,815,0,0,0,399
34003032104,Census Tract 321.04, Bergen County, New Jersey,5305,99185,410700,560,3497,376,35,419,23,14,125,821
34003032201,Census Tract 322.01, Bergen County, New Jersey,5714,117241,569400,2512,4314,15,0,956,0,0,55,374
34003032202,Census Tract 322.02, Bergen County, New Jersey,4643,85764,416000,1990,3679,56,3,554,0,0,60,291
34003033100,Census Tract 331, Bergen County, New Jersey,3578,100948,372400,1041,2470,51,9,216,0,0,61,771
34003033200,Census Tract 332, Bergen County, New Jersey,2667,101250,370100,764,1784,94,0,219,0,12,45,513
34003033300,Census Tract 333, Bergen County, New Jersey,3481,61631,379100,837,1802,136,0,805,0,0,47,691
34003034000,Census Tract 340, Bergen County, New Jersey,7283,99436,456000,2725,6200,4,0,105,49,0,132,793
34003035100,Census Tract 351, Bergen County, New Jersey,8285,111436,600500,3199,6178,101,4,1073,0,0,0,929
34003035200,Census Tract 352, Bergen County, New Jersey,5844,150862,756100,2980,5167,157,0,399,0,0,54,67
34003036100,Census Tract 361, Bergen County, New Jersey,2755,63897,378800,295,1298,117,0,93,0,0,72,1175
34003036200,Census Tract 362, Bergen County, New Jersey,2756,53462,341700,417,1567,0,0,204,0,0,160,825
34003037100,Census Tract 371, Bergen County, New Jersey,5653,91641,401800,1615,3577,100,21,932,0,28,40,963
34003037201,Census Tract 372.01, Bergen County, New Jersey,4048,111719,390000,1069,2451,42,11,815,0,0,70,659
34003037202,Census Tract 372.02, Bergen County, New Jersey,6981,69158,391300,1920,3620,530,49,1150,0,17,107,1546
34003038100,Census Tract 381, Bergen County, New Jersey,5776,72917,344300,1278,3785,74,0,128,0,55,82,1652
34003038200,Census Tract 382, Bergen County, New Jersey,4276,70017,328000,1286,2402,102,0,689,0,0,69,1014
34003038300,Census Tract 383, Bergen County, New Jersey,5736,85125,359000,1160,3493,0,0,690,0,0,26,1527
34003039100,Census Tract 391, Bergen County, New Jersey,4252,89779,441700,1270,3477,0,22,237,0,0,50,488
34003039200,Census Tract 392, Bergen County, New Jersey,5985,122586,434200,1976,5462,49,0,148,0,0,0,326
34003039300,Census Tract 393, Bergen County, New Jersey,2804,121000,447200,1084,2467,77,0,131,0,0,31,98
34003040001,Census Tract 400.01, Bergen County, New Jersey,3486,178827,621900,1614,2902,10,0,241,0,0,85,248
34003040002,Census Tract 400.02, Bergen County, New Jersey,4674,114946,494100,1869,3397,165,0,818,0,0,180,114
34003041100,Census Tract 411, Bergen County, New Jersey,5501,53347,481600,1683,769,99,20,2709,6,0,69,1838
34003041200,Census Tract 412, Bergen County, New Jersey,4993,73435,572000,1854,953,6,52,3023,0,0,263,696
34003041301,Census Tract 413.01, Bergen County, New Jersey,5465,57629,509900,1492,1082,177,19,2805,0,0,0,1382
34003041302,Census Tract 413.02, Bergen County, New Jersey,4540,71791,471700,1569,903,73,31,3175,0,0,56,309
34003042100,Census Tract 421, Bergen County, New Jersey,7088,91386,495800,2231,4606,104,0,1742,0,0,0,636
34003042301,Census Tract 423.01, Bergen County, New Jersey,4515,95441,570400,1663,2705,45,11,1279,0,11,89,375
34003042302,Census Tract 423.02, Bergen County, New Jersey,5900,116549,588300,1822,3673,222,10,1353,0,0,102,540
34003042400,Census Tract 424, Bergen County, New Jersey,4606,117381,592800,1796,2990,2,3,1096,0,62,125,328
34003042500,Census Tract 425, Bergen County, New Jersey,4686,105341,611300,1721,2048,334,0,1606,0,0,87,611
34003043001,Census Tract 430.01, Bergen County, New Jersey,4086,113750,584200,1575,3050,48,0,117,0,0,69,802
34003043002,Census Tract 430.02, Bergen County, New Jersey,4768,97404,485700,1725,3665,194,11,134,0,0,125,639
34003044100,Census Tract 441, Bergen County, New Jersey,6211,175795,669500,2765,5768,0,0,261,0,0,63,119
34003044201,Census Tract 442.01, Bergen County, New Jersey,3760,160602,586000,1829,3266,17,0,246,0,0,0,231
34003044202,Census Tract 442.02, Bergen County, New Jersey,5029,107660,395600,2331,3919,0,0,875,0,0,0,235
34003045100,Census Tract 451, Bergen County, New Jersey,8873,72546,465500,2035,3319,121,39,2786,0,40,126,2442
34003045200,Census Tract 452, Bergen County, New Jersey,2421,65735,427300,841,809,19,0,829,0,0,121,643
34003046100,Census Tract 461, Bergen County, New Jersey,4277,60765,339100,1373,1820,149,29,783,0,11,6,1508
34003046200,Census Tract 462, Bergen County, New Jersey,4225,88705,325400,949,1687,45,4,460,6,0,174,1849
34003046300,Census Tract 463, Bergen County, New Jersey,4474,62250,295200,1272,1613,300,25,562,8,72,43,1851
34003047100,Census Tract 471, Bergen County, New Jersey,5901,142434,622200,2695,4079,24,19,956,8,0,89,736
34003047200,Census Tract 472, Bergen County, New Jersey,4318,189792,903800,2150,3401,32,0,525,7,0,150,203
34003047300,Census Tract 473, Bergen County, New Jersey,3138,250001,1033800,1472,2603,41,0,324,0,0,79,91
34003047400,Census Tract 474, Bergen County, New Jersey,5130,109500,728900,2605,3155,206,11,951,0,34,140,633
34003047500,Census Tract 475, Bergen County, New Jersey,6943,166563,644200,3484,5256,105,0,1023,0,0,137,422
34003048100,Census Tract 481, Bergen County, New Jersey,4138,78618,446700,1372,1914,39,24,1357,0,54,187,563
34003048200,Census Tract 482, Bergen County, New Jersey,7448,150679,475300,3028,5266,75,0,1202,0,90,29,786
34003049001,Census Tract 490.01, Bergen County, New Jersey,4504,159495,657400,2093,3932,0,0,312,0,0,43,217
34003049002,Census Tract 490.02, Bergen County, New Jersey,5466,122602,534900,2073,4418,85,25,509,0,39,132,258
34003050000,Census Tract 500, Bergen County, New Jersey,5634,76354,351300,1375,3520,75,10,738,0,0,34,1262
34003051100,Census Tract 511, Bergen County, New Jersey,6251,81149,435300,2179,3804,199,0,1252,0,0,85,911
34003051200,Census Tract 512, Bergen County, New Jersey,2550,110536,448800,1007,1909,11,7,138,0,0,41,451
34003051300,Census Tract 513, Bergen County, New Jersey,4722,75862,417400,1727,2589,157,2,897,4,0,164,909
34003051400,Census Tract 514, Bergen County, New Jersey,4957,105639,433400,1960,3145,16,0,783,0,44,104,865
34003052100,Census Tract 521, Bergen County, New Jersey,7789,82690,370800,1702,6265,32,0,432,0,0,35,1025
34003052200,Census Tract 522, Bergen County, New Jersey,6191,96740,354200,1685,4091,86,25,816,0,0,87,1086
34003053100,Census Tract 531, Bergen County, New Jersey,3241,131845,1784500,1534,2284,89,0,510,0,18,78,262
34003053200,Census Tract 532, Bergen County, New Jersey,8301,171747,905100,3510,6150,272,0,1178,0,0,81,620
34003054100,Census Tract 541, Bergen County, New Jersey,8588,83750,375100,2405,1411,5654,0,399,0,19,48,1057
34003054200,Census Tract 542, Bergen County, New Jersey,4291,60511,319600,1288,1296,1754,0,340,0,0,50,851
34003054300,Census Tract 543, Bergen County, New Jersey,6886,192540,616600,3369,5794,754,0,138,0,0,47,153
34003054400,Census Tract 544, Bergen County, New Jersey,7353,99821,358100,2719,3608,1375,3,597,10,35,129,1599
34003054500,Census Tract 545, Bergen County, New Jersey,4749,130489,414300,2251,2828,506,0,313,0,64,158,880
34003054600,Census Tract 546, Bergen County, New Jersey,8801,97232,361400,2880,3259,1193,66,1652,0,39,123,2469
34003055100,Census Tract 551, Bergen County, New Jersey,6889,165104,986900,3303,4772,104,0,1317,0,0,140,556
34003055200,Census Tract 552, Bergen County, New Jersey,7932,130139,611500,3776,4146,228,38,2374,0,101,131,914
34003056100,Census Tract 561, Bergen County, New Jersey,4622,106875,416400,1740,4154,55,0,165,0,0,65,183
34003056200,Census Tract 562, Bergen County, New Jersey,5300,113452,442500,1811,4201,121,0,448,0,0,51,479
34003057101,Census Tract 571.01, Bergen County, New Jersey,4197,51774,360300,1075,2928,308,0,367,0,0,61,533
34003057102,Census Tract 571.02, Bergen County, New Jersey,4011,63264,393000,776,3200,2,8,232,0,8,82,479
34003057200,Census Tract 572, Bergen County, New Jersey,3410,57083,310400,470,2627,0,0,10,0,0,20,753
34003058100,Census Tract 581, Bergen County, New Jersey,3843,107500,531000,1556,3304,13,0,219,0,0,0,307
34003058200,Census Tract 582, Bergen County, New Jersey,5470,116615,481000,2033,4689,6,0,346,0,13,5,411
34003059100,Census Tract 591, Bergen County, New Jersey,5394,87938,426800,1862,3481,434,0,280,0,0,53,1146
34003059200,Census Tract 592, Bergen County, New Jersey,5776,96932,443100,1856,4196,277,0,502,0,25,70,706
34003060000,Census Tract 600, Bergen County, New Jersey,8164,99871,383600,2018,6008,108,0,1084,0,0,172,792
34003061100,Census Tract 611, Bergen County, New Jersey,4531,137000,658700,2009,3895,10,0,332,0,0,1,293
34003061200,Census Tract 612, Bergen County, New Jersey,3486,132267,787100,1394,3351,0,0,28,0,0,50,57
34003061300,Census Tract 613, Bergen County, New Jersey,3875,150250,802900,1602,3442,22,0,143,0,0,24,244
34003061400,Census Tract 614, Bergen County, New Jersey,5227,149554,671600,2407,4532,31,0,354,0,0,105,205
34013000100,Census Tract 1, Essex County, New Jersey,6443,37064,230200,741,540,1004,0,412,0,38,49,4400
34013000200,Census Tract 2, Essex County, New Jersey,3217,30929,325800,193,347,342,40,90,0,47,9,2350
34013000300,Census Tract 3, Essex County, New Jersey,4119,19734,193400,217,407,1408,0,0,0,0,26,2278
34013000400,Census Tract 4, Essex County, New Jersey,2068,45031,264800,237,334,113,29,35,0,126,6,1454
34013000500,Census Tract 5, Essex County, New Jersey,1922,33781,206300,134,229,127,0,63,0,19,33,1451
34013000600,Census Tract 6, Essex County, New Jersey,4408,41226,271100,232,380,326,0,175,111,0,0,3416
34013000700,Census Tract 7, Essex County, New Jersey,6389,26870,267700,583,172,2812,0,110,0,19,0,3276
34013000800,Census Tract 8, Essex County, New Jersey,4766,39327,220300,352,242,868,22,27,0,152,53,3402
34013000900,Census Tract 9, Essex County, New Jersey,3777,23115,227100,240,51,1668,79,12,0,34,39,1973
34013001000,Census Tract 10, Essex County, New Jersey,3506,31786,211500,306,230,2005,0,55,0,35,5,1176
34013001100,Census Tract 11, Essex County, New Jersey,3141,41625,221700,292,929,1041,0,316,0,0,53,802
34013001300,Census Tract 13, Essex County, New Jersey,1765,31176,-666666666,176,11,1322,0,96,21,0,0,315
34013001400,Census Tract 14, Essex County, New Jersey,2748,27328,165800,146,26,2044,0,45,0,0,0,633
34013001500,Census Tract 15, Essex County, New Jersey,1736,17083,286400,36,26,1408,0,18,0,0,0,284
34013001600,Census Tract 16, Essex County, New Jersey,1755,33563,213600,159,44,922,0,0,0,0,8,781
34013001700,Census Tract 17, Essex County, New Jersey,2285,30597,171900,112,0,1682,0,0,0,14,44,545
34013001800,Census Tract 18, Essex County, New Jersey,1923,29896,140000,118,0,1692,0,2,0,0,0,229
34013001900,Census Tract 19, Essex County, New Jersey,1994,23313,171400,87,9,1831,0,0,0,0,0,154
34013002000,Census Tract 20, Essex County, New Jersey,4518,33980,198400,413,50,4113,0,0,0,0,135,220
34013002100,Census Tract 21, Essex County, New Jersey,3155,50476,222500,431,45,2930,23,93,0,0,0,71
34013002201,Census Tract 22.01, Essex County, New Jersey,9075,33862,228200,696,519,4918,0,988,0,185,258,2207
34013002202,Census Tract 22.02, Essex County, New Jersey,3585,50163,216700,422,162,3136,0,153,0,87,23,24
34013002300,Census Tract 23, Essex County, New Jersey,4605,43565,183600,496,95,3680,23,0,0,95,0,735
34013002400,Census Tract 24, Essex County, New Jersey,2531,26724,179900,158,54,2313,15,81,0,0,32,51
34013002500,Census Tract 25, Essex County, New Jersey,3283,28179,161400,194,67,3097,0,0,0,10,27,82
34013002600,Census Tract 26, Essex County, New Jersey,1912,23438,169200,80,28,1535,0,0,0,39,0,310
34013002800,Census Tract 28, Essex County, New Jersey,1678,29167,197200,141,0,1351,28,24,0,0,0,275
34013003100,Census Tract 31, Essex County, New Jersey,1952,30246,163700,65,1,1751,0,0,0,0,24,176
34013003500,Census Tract 35, Essex County, New Jersey,2095,32750,173600,115,14,1806,0,33,0,0,5,237
34013003700,Census Tract 37, Essex County, New Jersey,1459,29038,168000,107,21,1330,0,0,0,0,0,108
34013003800,Census Tract 38, Essex County, New Jersey,2094,37431,164800,194,7,1773,0,20,0,0,0,294
34013003900,Census Tract 39, Essex County, New Jersey,969,12191,290000,20,0,894,0,3,0,0,5,67
34013004100,Census Tract 41, Essex County, New Jersey,2311,24302,171000,157,0,2129,0,0,0,34,26,122
34013004200,Census Tract 42, Essex County, New Jersey,2407,35968,170000,174,6,2257,17,32,0,0,0,95
34013004300,Census Tract 43, Essex County, New Jersey,2510,26059,188500,170,0,2393,0,0,0,0,40,77
34013004400,Census Tract 44, Essex County, New Jersey,1547,31141,207300,82,12,1416,0,10,0,0,8,101
34013004500,Census Tract 45, Essex County, New Jersey,3115,38512,211700,296,29,2996,0,33,0,0,14,43
34013004600,Census Tract 46, Essex County, New Jersey,2656,26369,227200,258,0,2585,0,0,0,49,22,0
34013004700,Census Tract 47, Essex County, New Jersey,5508,45224,232000,872,27,5284,0,72,0,0,64,61
34013004801,Census Tract 48.01, Essex County, New Jersey,2361,26417,186300,120,55,1807,0,0,0,28,16,455
34013004802,Census Tract 48.02, Essex County, New Jersey,3297,13689,138800,87,83,2325,0,12,0,0,29,848
34013004900,Census Tract 49, Essex County, New Jersey,3441,34534,249100,273,37,3020,0,16,0,0,47,321
34013005000,Census Tract 50, Essex County, New Jersey,2760,30086,196000,212,65,2413,0,2,0,0,0,280
34013005100,Census Tract 51, Essex County, New Jersey,2122,46017,197100,182,74,1880,0,0,0,0,16,152
34013005200,Census Tract 52, Essex County, New Jersey,1372,52292,222400,141,13,1164,0,0,0,0,0,195
34013005300,Census Tract 53, Essex County, New Jersey,1948,27333,188900,131,75,1812,5,0,0,25,0,31
34013005400,Census Tract 54, Essex County, New Jersey,3579,26390,268200,200,20,3081,0,113,0,0,12,353
34013005700,Census Tract 57, Essex County, New Jersey,2564,36667,197300,226,340,1054,15,0,0,169,5,996
34013006200,Census Tract 62, Essex County, New Jersey,1649,16518,75000,80,0,1190,0,0,0,0,0,459
34013006400,Census Tract 64, Essex County, New Jersey,1063,57639,197500,465,38,712,0,59,0,60,67,127
34013006600,Census Tract 66, Essex County, New Jersey,1432,34398,-666666666,218,29,1009,0,12,0,31,38,313
34013006700,Census Tract 67, Essex County, New Jersey,3750,14317,334800,186,290,2417,177,8,0,0,0,858
34013006800,Census Tract 68, Essex County, New Jersey,6062,41132,336700,476,1142,951,0,90,0,319,63,3497
34013006900,Census Tract 69, Essex County, New Jersey,5100,41985,327000,503,1433,63,0,0,0,225,28,3351
34013007000,Census Tract 70, Essex County, New Jersey,3963,45559,234300,361,2144,1,0,0,0,185,15,1618
34013007100,Census Tract 71, Essex County, New Jersey,3696,55489,252100,505,2085,81,0,0,0,378,0,1152
34013007200,Census Tract 72, Essex County, New Jersey,4290,69750,242500,395,1912,28,13,0,0,255,0,2095
34013007300,Census Tract 73, Essex County, New Jersey,5922,48194,277500,452,2254,202,0,0,0,756,71,2639
34013007400,Census Tract 74, Essex County, New Jersey,5359,47917,251500,301,1396,1869,0,9,8,229,38,1810
34013007501,Census Tract 75.01, Essex County, New Jersey,4341,27438,306900,420,1287,561,25,0,0,264,120,2084
34013007502,Census Tract 75.02, Essex County, New Jersey,2741,40313,312900,190,559,542,25,13,0,83,149,1395
34013007600,Census Tract 76, Essex County, New Jersey,3321,39767,275600,436,1118,94,0,53,0,157,28,1871
34013007700,Census Tract 77, Essex County, New Jersey,3299,49880,233300,387,964,25,0,0,0,110,34,2166
34013007800,Census Tract 78, Essex County, New Jersey,3844,45184,237300,223,1162,137,150,0,0,0,0,2395
34013007900,Census Tract 79, Essex County, New Jersey,4285,41182,304300,599,1253,250,61,72,0,179,17,2514
34013008000,Census Tract 80, Essex County, New Jersey,2447,44857,229500,569,566,595,125,168,0,39,63,897
34013008100,Census Tract 81, Essex County, New Jersey,3160,23667,-666666666,405,164,2253,146,23,0,19,34,521
34013008200,Census Tract 82, Essex County, New Jersey,2232,18598,223700,256,123,1801,6,111,0,30,19,142
34013008700,Census Tract 87, Essex County, New Jersey,4041,40179,199400,485,238,950,37,0,0,154,0,2699
34013008800,Census Tract 88, Essex County, New Jersey,1779,36423,221500,147,0,471,41,0,13,0,0,1282
34013008900,Census Tract 89, Essex County, New Jersey,2028,25250,124800,120,26,583,75,16,0,0,0,1356
34013009000,Census Tract 90, Essex County, New Jersey,2003,37793,-666666666,381,115,1203,0,129,0,0,28,528
34013009100,Census Tract 91, Essex County, New Jersey,2701,36224,170200,154,109,447,0,0,0,0,0,2145
34013009200,Census Tract 92, Essex County, New Jersey,2967,21462,235000,142,176,1322,82,22,0,0,37,1410
34013009300,Census Tract 93, Essex County, New Jersey,5144,34844,217000,518,212,1309,0,158,0,197,0,3268
34013009400,Census Tract 94, Essex County, New Jersey,5187,30176,285800,724,853,974,0,185,0,0,384,2791
34013009500,Census Tract 95, Essex County, New Jersey,5613,29913,326300,627,430,809,26,49,0,0,126,4199
